rank,name,seed_label,forcing_family,symmetry_fold,tau_imag,delta,s1,s2,epsilon,epsilon_bonnet,alpha_0,alpha_1,alpha_2,residual_norm,ratio,verified_ratio,validation_score,b_scalar,c_scalar,closure_rotation_angle,closure_k_fold,closure_k_theta_2pi,closure_rationality_error,closure_axial_proj,f_plus_closure_max,f_plus_closure_mean,f_minus_closure_max,f_minus_closure_mean,euler_plus_ok,euler_minus_ok,iso_E_max_rel,iso_interior_F_scaled,iso_interior_G_rel,iso_interior_metric_mean,H_plus_mean,H_minus_mean,H_interior_max_diff,H_interior_mean_diff,procrustes_disparity,direct_mean_distance,direct_max_distance,scale_ratio,is_non_congruent,n_vertices,n_triangles,time_seconds
62,rank062_fold4_paper_4fold_bwd_4__anti_h9_p033_eps5e-04,paper_4fold_bwd_4,anti_reflection,4,0.31230578925,1.637615385193288,-3.13060628,0.8200223012078347,0.0005,0.3,-0.0028548712841113765,-0.07373935189649174,0.10924508028618993,1.8781777926913698e-05,1.0000099171080732,1.000007692046755,2.81821590458616e-09,1.0490280736796809e-05,-2.061507926491915e-07,1.570808409433685,4,1.000007692046755,7.692046755103377e-06,0.0001055396908774403,6.230377367851184,3.162949273765241,6.183018775450172,3.1552567663550506,True,True,2.1742421920590503e-14,1.3504392844751523,1.5369483881096322,1.2643856355590746,0.6619111598118016,0.6557909754271748,2.596403261141108,0.22360111486477413,0.463950695285471,2.2059490378789897,9.133701658494232,1.0003454307302195,True,6400,12800,315.95
63,rank063_fold3_paper_3fold_bwd_5__hh_h14_p011_eps5e-04,paper_3fold_bwd_5,high_harmonic,3,0.30930578925,1.960799973888406,-3.601381552,0.8422066204288944,0.0005,0.3,0.017021867011327716,-0.049048144912167524,0.1669317687180657,2.787547310304876e-09,0.9999999996628856,0.9999689026878732,2.9947411286298814e-09,-2.6798747075618135e-09,2.847574389827634e-10,2.0943299723349793,3,0.9999689026878732,3.109731212680433e-05,0.00044359016596481893,8.171996899193687,3.7697806108267016,8.197357902914803,3.771432050102143,True,True,3.631615504743224e-14,1.74685050469339,2.490051270885362,1.4878423660463285,0.6553297905434509,0.645084037267622,4.540611143170978,0.2825494115928753,0.47287300228254503,2.216902838059407,9.509002210183699,1.000454060116505,True,6400,12800,494.58
64,rank064_fold4_paper_4fold_bwd_6__anti_h9_p033_eps8e-04,paper_4fold_bwd_6,anti_reflection,4,0.30630578925,1.6681155066416105,-3.13060628,0.9762101266467138,0.00075,0.3,-0.007622594676907419,-0.07211393247239936,0.08976958029434307,1.5620764066980165e-10,0.9999999999483925,0.9999960388576487,3.0343206211686616e-09,-1.334819026144185e-10,1.8084492237058214e-16,1.5707901046470412,4,0.9999960388576487,3.9611423513497e-06,8.337219341778002e-05,5.6225897089583405,2.790659561386277,5.585480580088521,2.783094145767941,True,True,2.2554475526905194e-14,1.5119846160589514,1.7696606666565455,1.262376741313878,0.7099528752860605,0.7035169242730135,3.639804439936421,0.290004794742001,0.5100315605406962,2.073684654548542,8.036761609883914,1.0003481594261192,True,6400,12800,284.49
65,rank065_fold4_paper_4fold_bwd_18__anti_h11_p043_eps8e-04,paper_4fold_bwd_18,anti_reflection,4,0.27051282050000003,1.924366925465176,-3.13060628,1.7077560744306375,0.00075,0.3,0.021162199793719815,-0.026674938983648058,0.14692797157108906,3.1162827693421706e-05,1.0000163607653854,0.9999557247830988,3.4148394298585313e-09,-1.5517777751501705e-05,-8.358210262683977e-06,1.57072677944682,4,0.9999557247830988,4.427521690120173e-05,-1.1936864243888845e-05,4.980507222794506,2.0450131644204,4.9871485011811,2.045925647180379,True,True,2.4684660673937142e-14,1.8245036465212232,2.8376243254208346,1.2395851294541202,0.9554273843938695,0.9381047804006721,11.74346629048072,0.5687840881305997,0.521440547690927,1.6356177812895063,7.088283602768554,1.0005659621287382,True,6400,12800,451.59
66,rank066_fold3_paper_3fold_bwd_18__sym_h12_p013_eps1e-04,paper_3fold_bwd_18,symmetry_aware,3,0.27051282050000003,2.346598203968648,-3.601381552,1.3958837361792573,0.0001,0.3,-0.008230573733921678,-0.026254181679077598,0.003927496136049939,1.1901184331873207e-10,0.9999999999575112,0.9998576249894569,3.882563669213783e-09,-8.737147116910648e-11,-3.5735303605122226e-16,2.0940969128684106,3,0.9998576249894569,0.00014237501054314983,0.00035406656647202217,8.821471175475795,2.7180845846527326,8.804283252643614,2.7140706727026696,True,True,3.1014123610595924e-14,2.0812368658810385,3.381980263545047,1.500543984637435,0.9566041285288628,0.9590715699694067,178.8948488010651,0.950392351726384,0.49833186217635184,1.6589476120956403,8.900815805274902,0.9999838813623771,True,6400,12800,690.57
67,rank067_fold4_paper_4fold_bwd_14__sym_h12_p013_eps1e-04,paper_4fold_bwd_14,symmetry_aware,4,0.28230578925,1.8270324345594307,-3.13060628,1.4917651919378259,0.0001,0.3,-0.04261430135927889,-0.07986875724973044,-0.04916952300846497,1.611143862544775e-09,1.000000001015797,0.9999894836051092,4.085207056799597e-09,-2.179131181057059e-10,-1.4592754088438298e-13,1.570779807680431,4,0.9999894836051092,1.0516394890802694e-05,2.411903641874602e-05,4.869482190759223,2.1666512916252865,4.821133551040314,2.156851138149258,True,True,2.1127462367101124e-14,1.8403799569125723,3.350624573873058,1.2503570485693722,0.8911731886019332,0.8980951711325237,12.93678913964835,0.5639400721103307,0.5225385096774087,1.7401234143657698,6.612544319429353,0.9999109809427834,True,6400,12800,319.06
68,rank068_fold4_paper_4fold_bwd_9__smooth_h4_p019_eps8e-04,paper_4fold_bwd_9,smooth_low_freq,4,0.29730578925,1.7220258463707672,-3.13060628,1.1851387799842026,0.00075,0.3,-0.03540096281826238,-0.08022201020978978,-0.03154715043550243,4.220704921431502e-05,0.9999915175586132,0.9999854099098827,4.339506045749005e-09,-3.894225357641348e-05,-9.348897676917343e-06,1.5707734087349328,4,0.9999854099098827,1.4590090117283516e-05,0.00011124666416312268,5.160301259936237,2.457911097501598,5.098404753600701,2.4464268448784288,True,True,1.7436583269190118e-14,1.7015047999252317,2.389302224416258,1.3045248284975373,0.77807812908862,0.7796486419502855,6.210088669683052,0.39994374605806904,0.5351971210557208,1.9215689464688577,7.107528920444568,0.9999803455041057,True,6400,12800,544.09
69,rank069_fold4_paper_4fold_bwd_14__sym_h12_p013_eps5e-04,paper_4fold_bwd_14,symmetry_aware,4,0.28230578925,1.8270324345594307,-3.13060628,1.4917651919378259,0.0005,0.3,-0.04260118296633684,-0.07986184088148193,-0.04911203275083493,2.4700004026564327e-09,1.000000001315204,0.9999894999435895,4.344406752360954e-09,-1.3527285784575849e-09,8.547849927875717e-16,1.570779833344856,4,0.9999894999435895,1.050005641045626e-05,2.422156648695939e-05,4.86947671895155,2.166650089688683,4.821139974266276,2.156852179173456,True,True,1.8077017680511833e-14,1.840371629450535,3.3519080423839682,1.2503322840055628,0.8911685336873767,0.8980949056921611,12.974615040022474,0.5638645166559201,0.5225383416861609,1.740123678089596,6.612481823115712,0.9999111842587517,True,6400,12800,606.24
70,rank070_fold3_paper_3fold_bwd_15__sym_h12_p013_eps1e-04,paper_3fold_bwd_15,symmetry_aware,3,0.27930578925,2.2285730445846834,-3.601381552,1.3072031349506361,0.0001,0.3,-0.007388769425651174,-0.03376892322277427,0.01971461897188583,3.6551995274832105e-09,0.9999999996930999,0.999884329763999,4.3654399510722496e-09,3.5989217196663592e-09,1.0928757898653885e-16,2.0941528432174223,3,0.999884329763999,0.00011567023600100867,0.0003369515283297986,7.907407567896954,2.797640799228321,7.886343849652236,2.792984819956535,True,True,2.9499984454669964e-14,2.0447974096416197,3.5653419008399068,1.4250569392795427,1.3774273422761494,1.413740442853057,3262.286721579233,2.3382391782050234,0.510484131524555,1.7391046745378336,8.20615312549448,1.0000258646350522,True,6400,12800,328.0
71,rank071_fold3_paper_3fold_fwd_0__phase_h7_p041_eps1e-03,paper_3fold_fwd_0,phase_shifted,3,0.3215128205,1.893242862967967,-3.601381552,0.57132450266207,0.001,0.3,0.016004382508528984,-0.09453362064907254,0.27779408395760186,9.346263830208075e-10,1.000000000292763,1.0000015283341268,4.930389714159486e-09,-7.028277820841922e-10,6.210310043996969e-16,2.0943983033287052,3,1.0000015283341268,1.5283341268101935e-06,0.0003846504204846335,11.781514303368212,5.2098110100128805,11.885926591465886,5.213273831297202,True,True,6.008046727823012e-14,1.2442716401657037,1.2218436049470942,1.3396612846629545,0.5547032848565682,0.5448963498856051,2.2351483785114077,0.1356784826325515,0.3805033595898084,2.626365221150816,13.357487850321073,1.000607878565286,True,6400,12800,575.31
72,rank072_fold4_paper_4fold_bwd_10__phase_h7_p041_eps1e-04,paper_4fold_bwd_10,phase_shifted,4,0.29430578925,1.7415740376906228,-3.13060628,1.2499659204910494,0.0001,0.3,-0.03767927023079967,-0.08047045167897675,-0.039345889376678655,1.4659964317759662e-05,1.0000085221260029,1.000001627988445,5.033468904863296e-09,-5.975415050152311e-06,9.977931704876e-08,1.570798884033166,4,1.000001627988445,1.627988444941053e-06,6.266811617072765e-05,4.996220685962077,2.3821565653067607,4.937825213859791,2.3708226261421332,True,True,1.9047731751926895e-14,1.7619029700690034,2.863097007024674,1.2854801500096311,0.8069999732733837,0.8094527323920576,7.744448857584999,0.4452730597305727,0.5287623427684578,1.879735688334701,6.891759328974637,0.9999521153482669,True,6400,12800,452.08
73,rank073_fold4_paper_4fold_bwd_13__smooth_h4_p019_eps1e-04,paper_4fold_bwd_13,smooth_low_freq,4,0.28530578925,1.8045340387172801,-3.13060628,1.4336270031015448,0.0001,0.3,0.006762070356411273,-0.03561630362403727,0.09773000053842597,5.661225431922506e-09,0.9999999995489901,0.9999563691423242,5.239060197571649e-09,-5.616772793398672e-09,2.550910871423895e-15,1.5707277916039246,4,0.9999563691423242,4.3630857675780454e-05,8.421190450058624e-05,4.8977853670947304,2.2037944526985056,4.893598375443278,2.2025760803198993,True,True,1.6918383039595506e-14,1.7804195911889622,2.5279128408795914,1.2882068348251448,0.8764329287325193,0.8666427112958979,7.866722051183578,0.4800240685748274,0.5408227535293482,1.7732399864481905,6.4995870882928495,1.0003945279593633,True,6400,12800,476.7
74,rank074_fold3_paper_3fold_bwd_9__anti_h9_p033_eps5e-04,paper_3fold_bwd_9,anti_reflection,3,0.29730578925,2.050823888971856,-3.601381552,1.0557707132350325,0.0005,0.3,0.006833496964789112,-0.0834619419871851,0.21296517629559683,7.829911777778752e-10,1.000000000296625,0.999984628638462,5.795744361521961e-09,4.749760550148974e-10,-2.582751720825449e-13,2.0943629086888733,3,0.999984628638462,1.5371361537952488e-05,-8.0194670802336e-06,7.854092721077912,3.1731779805292026,7.837679421544286,3.1682516572648733,True,True,2.058163243463621e-14,1.8792811398666067,2.571374980035822,1.467824978126224,0.7525487734810864,0.7325556413654685,10.561068240187648,0.40814154428290006,0.522204641157382,1.9718362350072156,8.417285333640997,1.0005758982993118,True,6400,12800,296.23
75,rank075_fold3_paper_3fold_fwd_2__smooth_h4_p019_eps1e-04,paper_3fold_fwd_2,smooth_low_freq,3,0.3243253205,1.8839449755035205,-3.601381552,0.4962780434817861,0.0001,0.3,0.02121789663286598,-0.07783678932086734,0.27716224678687784,1.1726718903366325e-08,0.9999999989087011,1.0000187040483202,5.849775724269516e-09,1.1502317761452607e-08,-1.0009354456386177e-15,2.094434276060392,3,1.0000187040483202,1.8704048320161704e-05,0.0013666758821668928,13.394971755810163,5.883577503574844,13.563063361327055,5.899043056811733,True,True,1.0982440018680702e-13,1.1141148107081935,1.2316591128013938,1.439581644967067,0.561849499602523,0.5599385776662859,1.7714138147007488,0.1085293899407487,0.3365397740629478,2.7797766998323046,15.639293051736901,1.000551074156378,True,6400,12800,505.43
76,rank076_fold3_paper_3fold_bwd_3__hh_h14_p011_eps8e-04,paper_3fold_bwd_3,high_harmonic,3,0.3147471955,1.92681020733766,-3.601381552,0.7301106399143842,0.00075,0.3,0.017808330601815015,-0.0542527618451094,0.1821331285346784,3.1350856843016315e-05,0.9999916504369849,0.9999735106869075,6.0011027310652765e-09,-2.5276423324345487e-05,6.178469357989887e-06,2.0943396233055886,3,0.9999735106869075,2.6489313092459277e-05,0.000597778208424285,9.458082468956166,4.22887711633656,9.497751605066533,4.231608275094122,True,True,6.406749973749032e-14,1.544288457113829,1.557851092426472,1.4235080467175691,0.5963160314817341,0.5872153367291036,2.8444138206262317,0.20243888547403757,0.45056503619575966,2.3701579552231657,10.568523337270376,1.0004677544346212,True,6400,12800,526.13
77,rank077_fold4_paper_4fold_bwd_0__phase_h7_p041_eps3e-04,paper_4fold_bwd_0,phase_shifted,4,0.3195128205,1.6135528059144926,-3.13060628,0.600547710585961,0.00025,0.3,0.0073408542067834835,-0.08258736348760339,0.1834374413912181,4.055829524239341e-05,1.00001489563685,1.0000166795048517,6.617974889665227e-09,-3.3128574612188016e-05,7.644671337452003e-08,1.5708225268998504,4,1.0000166795048517,1.6679504851735416e-05,0.0002681757114377792,8.549301803998972,4.015927414299074,8.541300486770526,4.012071079861331,True,True,3.185248230108884e-14,1.0074475597279788,0.9656672996684403,1.2150183299915969,0.6220901060548519,0.6175213014349645,1.4237407514218618,0.13211389581007899,0.3947385329201004,2.4348184250680793,12.699385342377473,1.0003378404381065,True,6400,12800,609.08
78,rank078_fold3_paper_3fold_bwd_13__phase_h7_p041_eps8e-04,paper_3fold_bwd_13,phase_shifted,3,0.28530578925,2.1621064653644217,-3.601381552,1.232475062839761,0.00075,0.3,-0.012134847832839721,-0.0881285932809178,0.12488085114279736,3.501092640234132e-09,1.0000000007164027,0.9999728497311823,7.19099015546898e-09,3.162817441976218e-09,7.257640669000587e-13,2.094338239003155,3,0.9999728497311823,2.7150268817721646e-05,-5.573855275109452e-06,7.878696016571293,2.8763969986448905,7.83937216871786,2.866707623121546,True,True,2.42667545838187e-14,2.004304056105801,3.0036109904747508,1.5148071332889295,0.8661627156126798,0.8434657340603973,96.67267343231389,0.6598663365893505,0.5233228972703617,1.8029017713608944,8.1013997060291,1.0002830586850229,True,6400,12800,343.41
79,rank079_fold4_paper_4fold_bwd_16__anti_h11_p043_eps3e-04,paper_4fold_bwd_16,anti_reflection,4,0.27630578925,1.8746151019052095,-3.13060628,1.6040432495181718,0.00025,0.3,-0.01018279707750366,-0.0734640347440026,0.1345768682523502,1.0546364188933845e-09,1.0000000004767022,0.999986652223765,7.653727977292305e-09,7.41601436510253e-10,-8.331009493378616e-16,1.5707753601570158,4,0.999986652223765,1.3347776234962083e-05,-7.582846053949543e-05,4.79379575489379,2.100677512205047,4.7730670184983,2.095575565300278,True,True,2.2618252238629883e-14,1.8544161904634098,3.9019417337957303,1.3960981796525045,0.9587411783615276,0.9360713409234401,15.466004879369699,0.6150522530785512,0.5080865427372988,1.6836066248585504,6.788322217166985,1.000584733222317,True,6400,12800,467.7
80,rank080_fold4_paper_4fold_bwd_18__anti_h11_p043_eps3e-04,paper_4fold_bwd_18,anti_reflection,4,0.27051282050000003,1.924366925465176,-3.13060628,1.7077560744306375,0.00025,0.3,0.021158796886375408,-0.02667522803906487,0.14692116831534507,3.4446447535611e-05,1.000004388912127,0.999943610837565,8.189790365329655e-09,-3.360236895662283e-05,-3.148032473809792e-06,1.5707077509056726,4,0.999943610837565,5.638916243499992e-05,9.610570476326075e-06,4.9804603189999535,2.0450047838061685,4.987060630314644,2.0459089149975527,True,True,2.6899813685295926e-14,1.8245011771200317,2.8375495664731987,1.2395760472189694,0.9553600608993252,0.9380310522055462,11.699760677922987,0.5687175652782175,0.5214363688519308,1.6356161482725076,7.088232003650449,1.0005658538342048,True,6400,12800,379.51
81,rank081_fold3_paper_3fold_bwd_10__phase_h7_p041_eps1e-04,paper_3fold_bwd_10,phase_shifted,3,0.29430578925,2.0764338093141723,-3.601381552,1.103216823797698,0.0001,0.3,0.02117848035708373,-0.03830118235383217,0.17151860246807346,5.251355055198708e-05,0.9999860724599654,0.9999160226163303,8.277543100760012e-09,-4.366689156463585e-05,4.6005970734397383e-10,2.0942192205721257,3,0.9999160226163303,8.397738366971996e-05,0.00031255769066390604,7.662270042262708,3.0805673504493316,7.693087146607457,3.0833557118534154,True,True,2.1936527504939313e-14,1.9064881054782037,2.7244570370024506,1.4272097283740477,0.7783439125176298,0.7606719418776254,13.879420995432469,0.4479066776690768,0.5182536208957037,1.927376759674741,8.251232945350843,1.0004678479592197,True,6400,12800,645.89
82,rank082_fold3_paper_3fold_bwd_13__phase_h7_p041_eps3e-04,paper_3fold_bwd_13,phase_shifted,3,0.28530578925,2.1621064653644217,-3.601381552,1.232475062839761,0.00025,0.3,-0.012111005975460533,-0.0881276518279605,0.12496980253074519,8.31366714715841e-06,1.0000029657772418,0.9999757602392517,9.053260661136627e-09,1.9882871764090315e-06,5.1556682592853245e-06,2.0943443347570008,3,0.9999757602392517,2.423976074827916e-05,-7.731214459794078e-06,7.8787174226890695,2.876399565683583,7.8393971334534465,2.8667103427610585,True,True,2.584073713512042e-14,2.004318690567924,3.004036287967856,1.5148571868270924,0.8661513201132348,0.8434425592688848,96.63983292170644,0.6598219718903631,0.5233234942935017,1.8029018320436683,8.1013997060291,1.0002833327382292,True,6400,12800,444.46
83,rank083_fold4_paper_4fold_bwd_8__smooth_h4_p019_eps3e-04,paper_4fold_bwd_8,smooth_low_freq,4,0.30030578925,1.7032169192828626,-3.13060628,1.118135851053402,0.00025,0.3,-0.009740465751642963,-0.07130038049295215,0.08690111258398793,3.921613347532306e-06,1.0000013409410555,0.9999958260627957,9.980500504336484e-09,-2.21314157701491e-06,2.4585302049193528e-06,1.5707897703896678,4,0.9999958260627957,4.173937204310363e-06,5.7479322053355375e-05,5.049350276234923,2.551832415803684,5.016985661651208,2.5447064284131575,True,True,2.165049915726946e-14,1.6811113646553824,2.7144791747627255,1.3196121016108906,0.7748838938367224,0.7651288163106148,6.016253713090808,0.3810809342049487,0.5092948695333336,1.9685591367789306,7.361545388478845,1.0003698916983215,True,6400,12800,396.23
84,rank084_fold3_paper_3fold_bwd_9__anti_h9_p033_eps8e-04,paper_3fold_bwd_9,anti_reflection,3,0.29730578925,2.050823888971856,-3.601381552,1.0557707132350325,0.00075,0.3,0.006830044454353933,-0.08346162026825088,0.21294187476300522,9.081065375251382e-07,1.0000000747352074,0.9999846806795377,1.0549964639039441e-08,-8.945055701981008e-07,-4.09798238659026e-09,2.094363017683447,3,0.9999846806795377,1.531932046228146e-05,-6.910336268484141e-06,7.854095488661993,3.1731791692889955,7.83767141050848,3.1682515312922455,True,True,2.5989438286811106e-14,1.8792781423366904,2.5714438453150623,1.4678080498520227,0.7525517953570382,0.7325406483937877,10.551847091715048,0.4081169631667325,0.5222042918812952,1.9718361966478326,8.417285333640997,1.000575821766559,True,6400,12800,465.73
85,rank085_fold4_paper_4fold_fwd_2__sym_h8_p011_eps1e-03,paper_4fold_fwd_2,symmetry_aware,4,0.3243253205,1.6203815680201012,-3.13060628,0.41408428827771643,0.001,0.3,-0.0029900402649093677,-0.14652239544252857,0.34835399236468617,1.4718306539892467e-08,1.0000000065560444,1.000031386922095,1.0937498722277015e-08,-1.0540900253347418e-08,-4.597017211338539e-17,1.5708456292568327,4,1.000031386922095,3.1386922094922554e-05,0.0010670570039205685,18.04800355793299,5.5260305847096065,18.221599021501998,5.530459104002575,True,True,1.0047376839391869e-13,0.7191650431271331,0.8011134016345486,1.237661437710658,0.6866796074215092,0.7105295388186975,1.5797984234745264,0.0862576205655319,0.33246059561619895,2.690751264456436,23.584760352424716,1.0002331830744995,True,6400,12800,734.77
86,rank086_fold3_paper_3fold_bwd_5__hh_h14_p011_eps3e-04,paper_3fold_bwd_5,high_harmonic,3,0.30930578925,1.960799973888406,-3.601381552,0.8422066204288944,0.00025,0.3,0.01701993814260767,-0.04904860799791591,0.16692297807204332,3.22336741567559e-08,0.9999999880535796,0.9999688858008612,1.1174125029282058e-08,-2.0314087561396077e-08,3.9811903773667723e-16,2.094329936966904,3,0.9999688858008612,3.11141991388153e-05,0.0004438505047607566,8.171999061214143,3.7697811459669817,8.197353241699428,3.771431588274306,True,True,3.098932476245569e-14,1.7468534179044095,2.489328315422623,1.487857989286135,0.6553241620927873,0.6450756322017085,4.531736571801614,0.2825598947894346,0.47287336679687103,2.2169028236889603,9.509002210183699,1.000454034269818,True,6400,12800,374.47
87,rank087_fold3_paper_3fold_bwd_6__hh_h14_p011_eps1e-04,paper_3fold_bwd_6,high_harmonic,3,0.30630578925,1.9814749262365283,-3.601381552,0.8995048132404575,0.0001,0.3,0.00972889140344275,-0.08194293510070859,0.21004968055891202,7.239100969840746e-06,0.9999980888657687,0.999988648708794,1.180329879451581e-08,6.031827212191199e-06,1.6869229351942905e-08,2.094371328304488,3,0.999988648708794,1.1351291205996539e-05,8.232848298395101e-05,8.29170668910751,3.5747523409570414,8.282885387913284,3.5704138974686486,True,True,2.2498459344483347e-14,1.757001666880096,2.2333404439406355,1.439686186337029,0.6747869907641578,0.6596843685887819,5.479642436652956,0.3051510752002218,0.5048428345114678,2.143293330339862,9.152222200422907,1.0005792626928078,True,6400,12800,454.24
88,rank088_fold3_paper_3fold_bwd_5__hh_h14_p011_eps1e-03,paper_3fold_bwd_5,high_harmonic,3,0.30930578925,1.960799973888406,-3.601381552,0.8422066204288944,0.001,0.3,0.017025499632568893,-0.0490475738682221,0.16694884119496178,1.0652885226008981e-08,0.9999999949503132,0.9999689412054271,1.186914846369971e-08,1.22297507537672e-09,-1.609155517168226e-13,2.094330053005956,3,0.9999689412054271,3.105879457288019e-05,0.0004430936769204419,8.171992857308295,3.7697796094883005,8.19736674617046,3.7714329273006215,True,True,3.3160429573194114e-14,1.7468448194784227,2.4914954228913637,1.4878111259905418,0.6553414474259379,0.6451018477096663,4.558366293316029,0.28252872685015323,0.47287226334592103,2.2169028342557078,9.509002210183699,1.000454109653607,True,6400,12800,268.2
89,rank089_fold3_paper_3fold_bwd_3__hh_h14_p011_eps1e-04,paper_3fold_bwd_3,high_harmonic,3,0.3147471955,1.92681020733766,-3.601381552,0.7301106399143842,0.0001,0.3,0.017803511643152883,-0.05425379622700609,0.18210878983071685,6.7225015043885215e-09,0.9999999999947783,0.9999818924131929,1.21999572091286e-08,6.722489197252823e-09,-3.8163916471489756e-16,2.0943571779520704,3,0.9999818924131929,1.8107586807092346e-05,0.0005648475083555732,9.45817960293957,4.228898491515916,9.49783728756645,4.231629333412728,True,True,4.3965056483044013e-14,1.5443224756615628,1.5572164999682556,1.4235777935822225,0.5963271880260896,0.5872146984697878,2.8307844987684287,0.2024372860420626,0.45056793174884235,2.370161832576015,10.568523337270376,1.0004675711310336,True,6400,12800,475.82
90,rank090_fold3_paper_3fold_bwd_14__phase_h7_p041_eps3e-04,paper_3fold_bwd_14,phase_shifted,3,0.28230578925,2.194223514151603,-3.601381552,1.2710695712321758,0.00025,0.3,-0.013515820008320223,-0.08941305447607074,0.12647213528163534,1.773502004737106e-08,0.9999999990340402,0.9999682361631187,1.4957452618182123e-08,-1.7619515457756307e-08,1.3797673940885158e-11,2.094328576368798,3,0.9999682361631187,3.1763836881304464e-05,-2.8597615454928338e-05,7.882373129183339,2.832858184082814,7.8435921520821665,2.8229279716549645,True,True,2.500336422419758e-14,2.0266503730327723,3.3808388153267552,1.4050195959959042,0.9404312762609857,0.9090526674412034,267.6008081939236,0.8631250057406457,0.5177796692310752,1.7686920949225515,8.117282452003556,1.0002717989021408,True,6400,12800,471.71
91,rank091_fold3_paper_3fold_fwd_3__smooth_h4_p019_eps1e-03,paper_3fold_fwd_3,smooth_low_freq,3,0.3262784455,1.880197498623781,-3.601381552,0.43974389766375876,0.001,0.3,0.019435913461035077,-0.09443267748017035,0.3266354091660754,0.0001239159436017416,1.0000393528053935,1.0000813411207496,1.7955763837584724e-08,-9.252883183586899e-05,-6.830968306732743e-07,2.094565462838117,3,1.0000813411207496,8.134112074964506e-05,0.0021951895605783756,16.368575370666267,6.549275677465022,16.649165545335787,6.572118088415531,True,True,1.912935308292745e-13,0.9420450679264486,0.9383522891832821,1.3144216430654185,0.595005862651713,0.5608672374800198,1.4641091323007978,0.08554894599892451,0.32416544790685853,2.903240046441699,18.19085268830132,1.0005927217351522,True,6400,12800,423.15
92,rank092_fold3_paper_3fold_fwd_2__smooth_h4_p019_eps3e-04,paper_3fold_fwd_2,smooth_low_freq,3,0.3243253205,1.8839449755035205,-3.601381552,0.4962780434817861,0.00025,0.3,0.021228026321573387,-0.07783014010549542,0.27717489110649984,5.073700690051398e-09,0.9999999982714333,1.000018713103903,1.834249851683803e-08,3.557233251016978e-09,2.5331299557951326e-14,2.0944342950263604,3,1.000018713103903,1.8713103902889827e-05,0.0013666584621185168,13.394994060105745,5.883579232165305,13.563043786666787,5.899041555665719,True,True,1.2020681345409188e-13,1.1141168656543359,1.2317619505911062,1.4395703372476985,0.5618535607010539,0.5599443386616468,1.7712696840582682,0.1085304864117774,0.3365395918766173,2.779777559682627,15.639293051736901,1.0005510305405654,True,6400,12800,414.51
93,rank093_fold4_paper_4fold_bwd_16__anti_h11_p043_eps8e-04,paper_4fold_bwd_16,anti_reflection,4,0.27630578925,1.8746151019052095,-3.13060628,1.6040432495181718,0.00075,0.3,-0.01017887221981275,-0.07346391368985038,0.13458455000309197,5.881736899845258e-05,1.0000105528766998,0.9999971918861957,1.855643963526838e-08,-5.6433147042275755e-05,-7.125472837894026e-08,1.5707919158200476,4,0.9999971918861957,2.8081138042646003e-06,-9.788134316179864e-06,4.793846442741193,2.100719379560053,4.77300907177893,2.095593873793061,True,True,1.9352080655973678e-14,1.8545140789854004,3.9047485476706933,1.396119287397437,0.9587640575491815,0.9361087103049271,15.526912643048345,0.6151216801825,0.508066249217937,1.6836057224760947,6.788764680080238,1.0005839101506095,True,6400,12800,407.25
94,rank094_fold3_paper_3fold_bwd_12__smooth_h4_p019_eps1e-03,paper_3fold_bwd_12,smooth_low_freq,3,0.28830578925,2.13191675223883,-3.601381552,1.1915818194730883,0.001,0.3,0.0037093233547899327,-0.08749190741927705,0.22819651698513618,3.905272899540779e-06,0.9999996703459177,0.9999757513461621,1.903129395196778e-08,3.788190314189116e-06,-6.512170684048676e-07,2.0943443161313575,3,0.9999757513461621,2.424865383787722e-05,-0.0001377934740867115,7.496452593154418,2.944938877550368,7.4765180202189425,2.939486038772537,True,True,2.0696620677880323e-14,1.976693110803364,4.175646416123447,1.4935906002043586,0.8845074881343435,0.847405074286804,78.62781446216427,0.6564311843192232,0.5115353645596048,1.8412827173772355,8.11067458761185,1.0005741239847252,True,6400,12800,450.64
95,rank095_fold4_paper_4fold_bwd_17__anti_h11_p043_eps3e-04,paper_4fold_bwd_17,anti_reflection,4,0.27330578925,1.8998638492382074,-3.13060628,1.6583102337903008,0.00025,0.3,-0.010474445739060586,-0.07447050277042455,0.14303448361534007,7.139880671291784e-05,1.0000119028990682,0.999997176790441,1.9644096971779722e-08,-6.862264773892582e-05,-6.256426555657172e-06,1.5707918921076915,4,0.999997176790441,2.823209559021933e-06,-2.0816904234444156e-05,4.9871959443771585,2.065193921934846,4.966082348644631,2.0604896207066465,True,True,2.1393194804528406e-14,1.8102350523151893,2.759992091601243,1.356591841240284,0.9404998797582478,0.9229390642209406,12.447375411773313,0.5563240993374761,0.5211838515029313,1.6575221075022837,6.944755841529794,1.000614073049405,True,6400,12800,606.14
